,Categoria,Serie,Series_2,Valor
640,{'39476': 'F.89 - Outros'},201401,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-9858
641,{'39476': 'F.89 - Outros'},201402,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-13316
642,{'39476': 'F.89 - Outros'},201403,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-1913
643,{'39476': 'F.89 - Outros'},201404,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-1069
644,{'39476': 'F.89 - Outros'},201501,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",1163
645,{'39476': 'F.89 - Outros'},201502,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",3784
646,{'39476': 'F.89 - Outros'},201503,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",2939
647,{'39476': 'F.89 - Outros'},201504,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-2656
648,{'39476': 'F.89 - Outros'},201601,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-14392
649,{'39476': 'F.89 - Outros'},201602,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-7285
650,{'39476': 'F.89 - Outros'},201603,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-7790
651,{'39476': 'F.89 - Outros'},201604,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-9371
652,{'39476': 'F.89 - Outros'},201701,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-34292
653,{'39476': 'F.89 - Outros'},201702,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-20509
654,{'39476': 'F.89 - Outros'},201703,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-47010
655,{'39476': 'F.89 - Outros'},201704,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-27142
656,{'39476': 'F.89 - Outros'},201801,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-21854
657,{'39476': 'F.89 - Outros'},201802,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",55
658,{'39476': 'F.89 - Outros'},201803,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-11958
659,{'39476': 'F.89 - Outros'},201804,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-2762
660,{'39476': 'F.89 - Outros'},201901,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-16824
661,{'39476': 'F.89 - Outros'},201902,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",25139
662,{'39476': 'F.89 - Outros'},201903,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-3728
663,{'39476': 'F.89 - Outros'},201904,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",59075
664,{'39476': 'F.89 - Outros'},202001,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",87990
665,{'39476': 'F.89 - Outros'},202002,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",20879
666,{'39476': 'F.89 - Outros'},202003,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-65213
667,{'39476': 'F.89 - Outros'},202004,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",-144560
668,{'39476': 'F.89 - Outros'},202101,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",21443
669,{'39476': 'F.89 - Outros'},202102,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",17869
670,{'39476': 'F.89 - Outros'},202103,"{'201001': '-7093', '201002': '-9441', '201003': '-9728', '201004': '-8694', '201101': '-1335', '201102': '-3959', '201103': '-405', '201104': '-1305', '201201': '-7212', '201202': '1844', '201203': '-928', '201204': '-11084', '201301': '-7281', '201302': '-39', '201303': '-6800', '201304': '-15862', '201401': '-9858', '201402': '-13316', '201403': '-1913', '201404': '-1069', '201501': '1163', '201502': '3784', '201503': '2939', '201504': '-2656', '201601': '-14392', '201602': '-7285', '201603': '-7790', '201604': '-9371', '201701': '-34292', '201702': '-20509', '201703': '-47010', '201704': '-27142', '201801': '-21854', '201802': '55', '201803': '-11958', '201804': '-2762', '201901': '-16824', '201902': '25139', '201903': '-3728', '201904': '59075', '202001': '87990', '202002': '20879', '202003': '-65213', '202004': '-144560', '202101': '21443', '202102': '17869', '202103': '31639', '202104': '19943'}",31639
